acronym_,expansion,id,text
TCP,test case prioritization,TS-273,"As for the second building block of TCP methods , the strategy / algorithm can be thought as of a method to solve the optimization problem underlying coverage - based TCP ."
ASR,automatic speech recognition,TS-274,"Experiments on Arabic DialectsData SetThe 2018 ADI Shared Task data set contains audio recordings , ASR transcripts and phonetic transcripts of Arabic speech collected from the Broadcast News domain ."
CS,coordinated scheduling,TS-275,"The designs of CS for NOMA differ from those of JP in that the users """" data are not shared among the BSs ."
ANN,artificial neural network,TS-276,"The ANN model was trained using the Adam optimizer with an initial learning rate of 0.001 , in order to minimize a mean squared error between the predicted and the measured magnetic fields ."
MI,mutual information,TS-277,We refer to this network as MTL - MI - spec - attn .
VM,virtual machine,TS-278,Nonterminal calls are replaced with VM instructions that operate over independently - allocated VM stacks .
CA,context adaptation,TS-279,"For its part , the CA - CNN draws on the variety of sensors in the training set to learn a joint model of both background and foreground ; however , this joint model needs to be regularized by integrating long - term context into auxiliary features of relatively low dimensionality , which are , by design , invariant to rapid changes in environmental noise ."
PD,parkinson 's disease,TS-280,"We selected 46 persons with Parkinson ""s"" disease and labelled them as "" PD "" ."
AR,augmented reality,TS-281,"Columbia ""s"" Computer Graphics and User Interfaces Lab does an outdoor demonstration of their mobile AR restaurant guide at ISAR 2001 , running on their Touring Machine ( see Fig . ) ."
LD,line difference,TS-282,The LD for a given game is the magnitude of how far off the point spread was from the actual outcome of the game .
MER,maximum entropy regularizer,TS-283,"Note that the forgetting ( SDF10 , ) of EndToEnd is similar to , suggesting that the MER is not much beneficial for forgetting in this configuration ."
RUM,random utility maximization,TS-284,"With the same error distribution , we obtain a "" mixed "" RUM ."
DR,distal radius,TS-285,this T0 aimed a the determining bone mineral density bmd in the rd carpal bone and distal radius of foals age and months that had been subjected to different exercise regimens from birth until age months it was hypothesised that bmd would be greater in older animals and that differences in exercise regimens before age months would be associated with differences in bmd at both age and months epiphyseal bone tissue was available from and month old warmblood foals bred from sires known to have radiographic evidence of osteochondrosis oc the foals were in a CT which assessed the effect of exercise up to age months on osteochondrosis oc until age months foals were either box confined box confined and sprint trained daily or kept at pasture half the horses in each group were then confined together in a C1 stall with access to pasture for h daily from age to months bmd was assessed by dual xray absorptiometry in areas of interest aois of excised C3 c and in the DR volumetric bmd was determined in c only surface bmd was analysed in the radius across age groups exercise had an effect on bmd in the mediodorsal and mediopalmar areas of c in the monthold animals the training exercise had similar effect to constant pasture exercise in all aois bmd was significantly greater in month than in monthold animals between age groups there was a difference in effect of exercise regimen before months in mediodorsal c and medial aspect of the radius and the difference observed between exercise CG at age months was no longer present in horses age months indicating no residual effect of early exercise bmd was lower in the group with high oc scores in the group of horses with the most severe oc monthly growth rate did not fall uniformly with age over the first months as it did in CG with lower oc scores it was concluded that exercise influenced significantly bmd at months suggesting that carefully designed training programmes to increase bone mineral could be employed in young animals there was no residual effect at months
RNN,recurrent neural network,TS-286,"Finally , BRNN - POS - H2-OOV achieves the best performance , which shows that the integration of POS information in RNN models and dealing with OOV words are useful to build efficient multilingual super senses taggers ."
ART,adaptive radix tree,TS-287,"Since our aim is to obtain a completed ART index rather than a sorted column , we assemble a cracker index with an ART index and an auxiliary data structure for maintaining the information of column data organization ."
BN,batch normalization,TS-288,All BN groups in ( c ) are independent .
SALS,sporadic amyotrophic lateral sclerosis,TS-289,the vesicular monoamine transporter type vmat and TM protein b tmemb were reported to be associated with neurodegenerative diseases recent studies found that two polymorphisms rs and rs in vmat might be a risk factor for FPD pd in caucasians while the two other variants rs and rs in tmemb increased the risk for frontotemporal PSD ftd considering the overlap between clinical manifestation and pathologic characteristics in neurodegenerative diseases we conducted a largesample T0 to investigate the associations between these four polymorphisms and the risk for pd SALS sals and multiple system atrophy msa in a chinese patient population
RS,recommender systems,TS-290,We analyze the co - evolution of the interaction between users and a RS in its time domain .
MR,majority rule,TS-291,"In Toral2007 , the authors considered a MR model , and concluded that the behavior of their system resembles the movement of a Brownian particle in a potential field that is unknown a priori ."
AV,autonomous vehicle,TS-292,"Finally , referred objects at large distances from the AV might be difficult to recognize ."
SED,soft edit distance,TS-293,"In Section we propose recurrent formulas , which allow for the computation of SED and its derivatives at polynomial time similar to original edit distance ."
CP,completely positive,TS-294,Consider an -probabilistic CP * Category .
AIP,inhibitory peptide,TS-295,amylase inhibition has gastrointestinal and metabolic effects that may aid in the treatment of diabetes and obesity we tested whether g of a commercially available wheat amylase inhibitor wai affected PP carbohydrate cho absorption and plasma gl or hormones twelve persons four lean and four obese nondiabetics and four obese type ii diabetics were studied on separate days T3 eating a weight maintenance diet cho protein and fat as percentage of calories for days subjects ate a breakfast containing kcal the same proportion of nutrients as calories and in random order either wai or no wai breath h and PG and hormones were measured every and min respectively for h wai decreased the delta peak PPG concentrations in of subjects p and increased the breath h levels in p the increases in breath h were small generally ppm no subject experienced a NC in stools diarrhea or bloating in response to wai gastric AIP decreased p peptide yy increased p and there was a trend toward increased human pancreatic polypeptide p although wai delays cho absorption and reduces peak PP plasma glucose concentrations overall cho malabsorption is minimal as reflected by H2 and hormones and without symptoms it therefore may be useful in treating type ii diabetes mellitus
SO,smart object,TS-296,"Processor SO 1 : since FRDM is an hard - coded device with limited capabilities , we assumed that with each attribute in the synthetic dataset the same privacy preference is associated ( i.e. , every attribute has the same value ) ."
RV,random vaccination,TS-297,"On changing from 1 to 6 ( vaccinating 21600 nodes ) , there is a 1 K infections reduction in the average outbreak size for RV strategy ."
PS,prenatal stress,TS-298,this paper considers the transgenerational effects of PS of different etiology the impacts of AS factors on the PSA and morphofunctional parameters of life of the mother fetus and offspring in the first and subsequent generations ff are estimated particular attention is paid to assessing changes in the parameters of physical OD the state of the HPA proinflammatory status behavioral indicators cognitive performance and vegetative balance in the poststress period contemporary concepts of possible mechanisms of transgenerational transmission of the effects of prenatal stress are considered
CC,central cloud,TS-299,"The first reference case is when all the requested files are placed in EC , then all the baseband processing must be placed at the EC , and the connection from EC and CC is provided by backhaul ."
ACE,advanced combined encoder,TS-300,The basic block diagram of the feature extraction using ACE processing strategy is shown in Fig . .
RNN,random neural networks,TS-301,"figure!htb  center ./figure1_pAnts_gray.eps ./figure1_pAnts.eps center PredictiveAnts mechanism fig : pAnts : mechanismFECfigureThe real - time process consists of several modules , each one having very peculiar tasks , as follows : itemize Motion Intensity - The motion intensity characterization is performed by the RNN in real - time since it was already trained and validated in the offline process ; Feedback Receiver - The feedback mechanism is responsible for the retrieval of loss statistics ."
RF,random forest,TS-302,"For a comparison in terms of features used , we report results when using a """" flat """" multi - class model ( RF ) in subsec : Multi - class classification with 7 features and compare it with the hierarchical model ."
MDS,minimum dominating set,TS-303,Mehrabi gave an -net based -approximation algorithm for the MDS problem on one - string -VPG graphs ( graphs with -VPG representation where two curves intersect at most once ) .
BPE,byte pair encoding,TS-304,It would be interesting to repeat this comparison using much larger datasets and larger BPE vocabularies .
SAN,self attention network,TS-305,"Double Path Networks In our work , we introduce double path networks which incorporate CNN and SAN for sequence to sequence learning ."
RF,radio frequency,TS-306,"Machine - to - Machine ( M2 M ) Communications Relay Selection K - Cardinality Assignment Problem Hungarian Algorithm Matching Theory Static RF Interfaces Usage IntroductionToday , the emergence of new applications and new technologies for wireless networks has facilitated human life ."
ML,model logic,TS-307,"In case when the ML model is too complex , or when internal workings of the model are not accessible , a model - agnostic strategy is used ."
RS,rate saturation,TS-308,"In particular , and most importantly , not only FD outperforms HD , but also RS enables increasing the range of SI over which FD outperforms HD ."
PG,property graph,TS-309,"The instance mapping is defined as follows : For each There will be with There will be with There will be with For each There will be with There will be with There will be with For each satisfying that There will be with , and where correspond to respectively There will be with For each satisfying that There will be with , and where correspond to respectively There will be with According to the above definition , the instance mapping creates PG nodes from resource nodes and literal nodes , andPG edges from datatype properties and object properties ."
AS,antenna spacing,TS-310,"It is worth noting that since the BSs in FD - MIMO systems deploys a large scale antenna array within a limited space , the distance between antennas may be smaller than , and the AS and the ES will also accordingly decrease ."
ara-A,vidarabine,TS-311,the nucleotide changes of the dna polymerase gene and the susceptibility of acyclovir acvresistant varicellazoster virus vzv mutants to antiherpetic drugs were determined and compared to those of herpes simplex virus type hsv mutants the seven acvresistant vzv mutants were classified into three groups ns gc and vm according to the sequences of their dna polymerase genes the amino acid substitutions ns and gc were MZ in position to the ns and gc mutations in the hsv dna polymerase mutants respectively and the vm amino acid substitution was similar to the hsv vm mutation all three CG of vzv mutants were susceptible to acv phosphonoacetic acid ara-A and aphidicolin at C2 similar to those seen with the respective hsv mutants except for subtle differences that were due possibly to the nonconserved regions in their sequences although both the hsv and the vzv dna polymerase genes show CS similarity both viruses essentially show a similar PSA behaviour
SD,strategic dependency,TS-312,"Strategic Dependency ( SD ) Model is a graph , which describes set of nodes and links where each node represents an actor and each link between two actors indicates that one actor depends on the other for something in order that the former may attain some goal ."
TPN,total parenteral nutrition,TS-313,morphine augmentation in hepatobiliary scintigraphy has been reported as a useful tool to shorten imaging time the technique has not been extensively evaluated in patients who are severely ill and receiving TPN although the T0 of these patients with nonmorphineaugmented hepatobiliary scintigraphy is problematic the authors retrospectively analyzed morphineaugmented hepatobiliary studies performed in a tertiary referral center on a population with a high proportion of severe intercurrent illness patients of whom were receiving TPN and HCC dysfunction eight patients the overall sensitivity was specificity was and the falsepositive rate was for the diagnosis of AC the majority of the falsepositive cases occurred in the severely ill subgroup falsepositive rate morphineaugmented hepatobiliary studies may be advantageous because of shortened imaging time however patients who have severe intercurrent illness whether or not they are receiving TPN have a higher frequency of falsepositive morphineaugmented hepatobiliary studies and positive findings at scintigraphy in this patient group should be interpreted with caution
GPS,global positioning system,TS-314,The GPS technology allows the accurate positioning of an object using satellite signals .
TD,technical debt,TS-315,"However , they stated that "" the biggest issue with TD communication has been the gap between technical and non - technical stakeholders "" , which emphasizes the need for tools that help teams communicate about the state of a project ""s"" technical debt ."
CNN,convolutional neural network,TS-316,Each CNN in this model extracts features from a well - aligned human part using poselet .
SA,simulated annealing,TS-317,"We also found that simulated annealing ""s"" contributions in hybrid approaches increased in comparison to SA for graph G3 ."
IC,inferior colliculus,TS-318,intracranial angiolipomas are rare entities and are infrequently symptomatic these benign lesions are adherent to the surrounding neurovascular structures as they share the same blood supply which limits their resectability and impose a possibility of persistence of symptoms however due to recent advancements in the neuroradiological fields and microneurosurgical techniques it has been possible to localise precisely and excise these lesions with low morbidity and mortality the authors present an interesting rare case of intracranial angiolipoma of the RA IC situated in the quadrigeminal SP cistern the patient had presented with ipsilateral hearing loss and UL ataxia interesting clinical findings neuroimaging studies and peroperative features are presented and discussed along with a brief review of the literature
GI,group i,TS-319,GI introns in rrna genes are clustered in highly conserved regions that include trna and mrna IB sites this DP is consistent with insertion of group i introns by direct interaction with exposed regions of rrna integration of the tetrahymena GI intron or intervening sequence ivs into C1 subunit rrna via reverse splicing was investigated using e coli s rrna as a model substrate the results show that sequences homologous to the splice junction in tetrahymena are the preferred site of integration but that many other sequences in the s rrna provide secondary targets like the original splice junction many new reaction sites are in regions of SD secondary structure reaction at the NK splice junction is observed in s subunits and to a lesser extent in s ribosomes these results support the feasibility of intron transposition to new CS in rrna genes via reverse splicing
MAE,mean absolute error,TS-320,"It consists of the generators in CycleGAN and is only trained in a supervised manner with a MAE loss using the ground truth images , it does not include the adversarial or the cyclic loss ."
NE,nash equilibrium,TS-321,PoA is the worst - case ratio of the game cost under feedback NE to the optimum social cost as defined in ( ) .
ERK,extracellular signalregulated,TS-322,chemokines participate in cellular processes associated with tumor proliferation migration and angiogenesis we previously demonstrated that stromal cellderived factor sdf exerts a mitogenic activity in GBMs through the activation of its receptor cxcr here we studied the expression of this chemokine in human meningiomas and its possible role in cell proliferation reverse transcriptasepcr analysis for X4 and sdf was performed on human meningiomas who grade i who ii and who iii immunolabeling for cxcr and sdf was performed on paraffinembedded sections of these PT hthymidine uptake and western blot analyses were performed on primary meningeal cell cultures of tumors to evaluate the proliferative activity of human sdfalpha hsdfalpha in vitro and the involvement of ERK kinase erk activation in this process X4 mrna was expressed by of the RT specimens and sdf mrna by X4 and sdf were often detected in the same RT tissues and colocalized with EMA immunostaining in of primary cultures from meningiomas hsdfalpha induced significant cell proliferation that was strongly reduced by the mitogenactivatman nose poke or eye irritation we suggest that our probabilistic FR and methods be taken seriously because they produce GA conclusions that are more robust and could offer a riskmanagement framework for discussion of future establishment of limits for respiratory exposure to vocodor
FEC,forward error correction,TS-323,A distinct proposal to enhance video transmission over wireless local area networks are based on a method which adapts in real - time the amount of FEC redundancy and the transmission rate .
NP,neuropsychological,TS-324,to assess the role of drinking history depression CL CF nutrition and family PH on cognitive performance detoxified male alcoholics were administered a brief neuropsychological examination at admission and discharge from an inpatient treatment program and at a month followup evaluation regression analyses showed that at admission depression and liver function were significant predictors of NP performance whereas at discharge to weeks later only age and an estimate of premorbid IQ were significant predictors at the month followup estimates of drinking following discharge and severity of depressive symptoms were major significant predictors of neuropsychological performance indices of drinking prior to admission to the treatment program nutrition and family history for ALC did not predict performance on any of the three test occasions these findings indicate that in addition to the chronic neurotoxic effect of alcohol a number of different medical and psychiatric factors as well as the acute effects of alcohol contribute to the cognitive scores of patients at various points in the clinical course
CNL,controlled natural language,TS-325,"Related TermsBefore we move on to examine the types and properties of languages , we should discuss a number of terms that are related to CNL and are easy to confuse : sublanguage , fragments of language , style guide , phraseology , controlled vocabulary , and constructed language ."
PNP,pnitrophenol,TS-326,threedimensional silverpolyethyleneiminealginate hydrogel beads have been prepared successfully via a facile and simple onepot assembly method which can be used efficiently in catalytic hydrogenation reaction of PNP under batch and fixedbed experiment polyethyleneimine is used to reduce and limit the growth of nanosilver particle and alginate microsphere is used as the catalyst carrier leading to form well silver nanoparticles dispersion several characterizations were applied to the materials such as xray diffraction scanning electron microscopy transmission electron microscopy and xray photoelectron spectroscopy asprepared catalysts only spent s finishing reaction at AT silver load and SD catalytic performance with high conversion percentage for PNP about at k under fixedbed condition the relationship between concentration and time was well depicted by pseudofirst order kinetic MM the catalytic performance for recycled catalyst remained highly efficient and the conversion efficiency of can be maintained after cycles
ML,model logic,TS-327,"Here , local refers to the ability of tailoring the explanation to a single prediction taken by the ML model , as opposed to providing a global explanation of the whole model logic ."
EM,expectation maximization,TS-328,"Unlike in case of N - EM , these copies additionally learn to output the grouping , which gives Tagger more direct control over the segmentation and supports its use on complex texture segmentation tasks ."
RDF,resource description framework,TS-329,"Furthermore , 4Store in its default setting maintains a set of three full indices ( R , P , M ) harris20094store , where - the R - index is a hash - map index over RDF resources ( URIs , Literals , and Blank Nodes ) ; the P - index consists of a set of two radix trees per predicate , using a 4-bit radix ; the M - index is a hash - map based indexing scheme over RDF Graphs ( G ) ."
TDS,taint dependency sequences,TS-330,"The idea is to run the vulnerable program with initial inputs and then by using GA generate new inputs that not only traverse a given TDS but also cause the program to misbehave , for example causing crash ."
FL,federated learning,TS-331,Our benchmark results will guide future adoption of these cryptosystems in the selection of adequate SMCs for FL .
GA,genetic algorithm,TS-332,Proposed Bi - GAN aided GA network for refining deep neural network parameters .
RF,random forest,TS-333,* Normalised confusion matrix for multi - class classification with the RF classifier using the best hyper - parameters from a randomized grid search cross - validation .
OT,oblivious transfer,TS-334,receives from the OT the mask corresponding to its block which acts as its choice string .
ANN,artificial neural network,TS-335,"ANN AlgorithmIn summary , the number of hidden layers , the length of epoch and the learning rate define the ANN architecture ."
NF1,neurofibromin,TS-336,an internal domain from the human type NF1 has previously been expressed in escherichia coli as a fusion with GSH stransferase gst the expression level of this protein was lower than expected and so a gene was constructed using the CSD of codons found in highly expressed e coli proteins codons were assigned using a microsoft visual basic computer program to give a CSD similar to those found in genes which are highly expressed in e coli the optimized gene was then cloned back into the same gst F0 plasmid and it was found that the expression of soluble protein had increased threefold
Dex,dextranase,TS-337,a more sensitive test agar was developed to detect oral microbes with relatively low Dex activity and to identify dextranasenegative mutants several oral streptococci that had previously been scored as Dex negative readily decolorized the new blue dextrancontaining medium to assess whether dextranase plays a role in glucan synthesis by oral streptococci various glucan synthesisdefective mutants were tested for Dex activity on the new medium mutants and which do not cause smoothsurface caries and which synthesize more soluble glucan than their parent streptococcus mutans were markedly deficient in these dextranase activity tests
CS,compressive sensing,TS-338,"Experimental results on two applications : image inpainting and image CS recovery , have demonstrated that the proposed scheme is feasible and achieves performance improvements over the state - of - the - art methods both quantitatively and qualitatively ."
FN,focusing network,TS-339,"FAN TrainingWe combine a ResNet - based feature extractor , AN and FN into one network , as shown in Fig . ."
BEA,beauvericin,TS-340,beauvericin a cyclic hexadepsipeptide is a mycotoxin that can induce cell death in human lymphoblastic leukemia ccrfcem cells our previous data have shown that BEA induces cell death in ccrfcem cells in a dose and timedependent manner and that this beauvericininduced cell death can be prevented by administration of intracellular calcium chelatorbapta therefore the intracellular ca concentration cai may play an important role in beauvericininduced cell death in ccrfcem cells in this T0 the effect of BEA on cai and the possible mechanism responsible for the changes of cai in ccrfcem cells were investigated BEA caused a rapid and sustained cai rise in a dosedependent manner excess extracellular ca facilitated beauvericininduced cai rise by adding mm cacl in the bathing medium on the other hand beauvericininduced cai rise was prevented in cafree tyrodes solution by microm egta in addition beauvericininduced cai rise was also attenuated by intracellular ca chelatorbaptaam it is worthy to note that neither the voltagedependent ca channel blocker nimodipine nor SD of intracellular ca with thapsigargin an endoplasmic reticulum ca pump inhibitor has any effect on beauvericininduced cai rise the data from present study indicate that BEA acts as a potent ca mobilizer by stimulating extracellular ca influx ccrfcem cells
AV,acquaintance vaccination,TS-341,AV strategy improves the efficiency of the RV strategy .
PPMI,positive pointwise mutual information,TS-342,Number of the POS of words only included in the baseline or PPMI .
MC,marginal contribution,TS-343,This reduction is more significant for the MC - based game .
DIC,dynamic induction control,TS-344,The mean wake velocities are nonetheless not the most significant difference between DIC and the helix approach .
GCN,graph convolution networks,TS-345,"For each acquisition , we learn a feature matrix from each of its BCG through a GCN ."
FM,formal methods,TS-346,Even the math used in the YP can not be compared to well established FM .
EMD,excessive mapping dissolution,TS-347,"For one case , EMD succeeds to find the optimal mapping whereas DMD fails , and in the other case , the reverse is true ."
GP,gaussian process,TS-348,Integrals over The sparse GP approximation and the posterior over in Eq .
SAD,spectral angle distance,TS-349,Spectral angle distance ( SAD ) measures the spectral angle between two input samples and the score closer to zero implies higher correlation .
LP,linear programming,TS-350,"Complex Extreme Points ( sec : hk - cons)In both of the LPs eq : LP - NKu and eq : LP - NKb , note that serves only as a scaling factor : is feasible for 1 iff is feasible for ."
SPL,sound pressure level,TS-351,"When the policy is in operation , SPL data can remain unaffected for around 14 days ."
SVM,support vector machine,TS-352,"ExperimentsWe now empirically evaluate our proposed STH approach ( using binarised - LapEig and linear - SVM ) , and compare its performance with binarised - LSI , LCH , and SpH that represents the state of the art ( see Section ) ."
TE,transformation encoder,TS-353,"Under this paradigm , the AV problem is mapped to an ordinary binary classification where the TE error vector of a same - authorship document pair belongs to the positive class and the TE error vector of a different - authorship document pair is a member of the negative class ."
CFM,confocal fluorescence microscopy,TS-354,four mesotetraphenylporphyrin derivatives bearing either triphenylphosphonium ionp and p or triethylammonium ionp and p terminated alkoxy group at either parap and p or metap and p position of one mesophenyl group were designed and synthesized pp show similar absorption and fluorescence emission spectra and o quantum yields the more lipophilic nature of triphenylphosphonium ion over triethylammonium ion renders p and p higher octanolwater partition coefficients than p and p CFM proved that pp are all mitochondriatargeting mtt assay showed that pp presented significant phototoxicity at the concentrations that dark toxicity is negligible towards MCF-7 mcf cells displaying their application potential in pdt
DCI,downlink control information,TS-355,"More specifically , a CRC sequence with 16 bits is first attached to the DCI information ."
AP,amyloid p,TS-356,ankylosing spondylitis as is a common inflammatory rheumatic disease with a predilection for the axial skeleton affecting of the population current diagnostic criteria rely on a composite of clinical and radiological changes with a mean time to diagnosis of to years in this study we employed nano liquidchromatography mass spectrometry analysis to detect and quantify proteins and small compounds including endogenous MMP and metabolites in serum from as patients and nine HI we identified a total of proteins in serum of which showed significant up or downregulation p in as patients receiver operating characteristic analysis of combined levels of serum AP component and interÎ±trypsin inhibitor heavy chain revealed high diagnostic value for ankylosing spondylitis area under the curve we also depleted individual sera of proteins to analyze endogenous peptides and metabolic compounds we detected more than molecular features in patients and healthy individuals quantitative ms analysis revealed compound profiles that correlate with the clinical assessment of SLEDAI one molecular feature identified as a vitamin d metabolitesrhydroxyvitamin d peroxylactonewas downregulated in as the ratio of this vitamin d metabolite versus vitamin d IB protein SS levels was also altered in as as compared with controls these changes may contribute to pathological skeletal changes in as our study is the first example of an integration of proteomic and metabolomic techniques to find new biomarker candidates for the diagnosis of ankylosing spondylitis
PD,disease of bone,TS-357,tiludronate a potent bisphosphonate has been extensively evaluated in the treatment of pagets PD its ability to normalize bone turnover without impairing mineralization suggests that tiludronate represents an important therapeutic advance in the treatment of this progressive and disabling disease recent attention has focused on the OD of AGA short and longterm treatment goals namely the control of clinical symptoms such as bone pain and the reduction of bone turnover to within normal range to lessen the risk of developing later complications such as deafness deformity and walking difficulties this reduction of bone turnover is the primary aim of treatment the clinical OD of tiludronate has involved largescale international multicenter trials to allow the comparison of results obtained in a variety of clinical settings great emphasis was placed on the use of consistent methodology across the program this applied to patient selection trial design the evaluation of clinically meaningful effects of treatment and statistical analysis of results strict adherence to these principles has allowed us to compare the results of treatment with tiludronate in centers in six countries across europe this paper illustrates the importance of clinical trial design in the evaluation of tiludronate and etidronate in the treatment of pagets PD with a brief summary of results obtained from a recent comparative prospective doubleblind multicenter CT effective suppression of bone turnover was assessed by monitoring the reduction in serum alkaline phosphatase and the ratio of urinary hydroxyprolinecreatinine reduction in bone pain was assessed using huskissons visual analog scale the results clearly show that tiludronate mgday for months is more effective and as equally well tolerated as etidronate mgday
SOP,secrecy outage probability,TS-358,"Below , we first derive SOP expressions in the asymptotic regime for each one of the following relay selection schemes : DSA , DSM , DSC , DMA , DMC , DMM , DSO and DMO ."
MRC,maximal ratio combining,TS-359,"It can be seen that cellular sum SE increases with the number of BS antennas for all considered configurations , and fully ZF receivers ( i.e. , ) greatly outperform MRC receivers ( i.e. , ) in terms of cellular SE ."
PCA,principal component analysis,TS-360,"For example , PCA is known as Eigenfaces , LDA is known as Fisherfaces and LPP is known as Laplacianfaces ."
BQ,basic question,TS-361,"MethodologyIn Section 5 , we mainly discuss how to encode questions and generate BQ and why we exploit the Co - Attention Mechanism VQA algorithm to answer the query question ."
GMS,gaussian material synthesis,TS-362,"We briefly describe the most important parameters of the recorded execution times and refer the interested reader to this paper for more details - the novice and expert user timings were taken from the GMS paper and indicate the amount of time these users took to create the prescribed number of materials by hand using Disney ""s"" "" principled "" shaderburley2012physically , whereas GMS and our timings contain both the modeling ( i.e. , scoring a material gallery in GMS and performing image processing for our technique ) and execution times ."
RNN,random neural networks,TS-363,"To adequately train the RNN , an exploratory hierarchical cluster analysis using Ward ""s"" method WardJr1963 was performed to categorise selected video sequences which represent different types of movement ."
ANN,artificial neural network,TS-364,"The ANN model achieved even better modeling performance than the RF model , as an improvement over the LMEM was over 80 as opposed to 40 in terms of field - magnitude RMSE ."
HAP,high altitude platform,TS-365,A comparison between HAP and LAP is presented in Table .
VEGFR,vascular endothelial growth factor receptor,TS-366,the lack of efficient vascularization within frequently used polyÎµcaprolactone pcl scaffolds has hindered their application in TE hydrophobin hgfi an amphiphilic protein can form a selfassembly layer on the surface of pcl scaffolds and convert their wettability in this study a FP consisting of hgfi and vascular endothelial growth factor vegf is prepared by pichia pastoris expression system sodium dodecyl sulfacepolyacrylamide gel electrophoresis sdspage and western blotting confirm that the vegfhgfi is successfully isolated and purified transmission electron microscope and water CA measurement demonstrate that vegfhgfi can form a selfassembly SL with about nm in thickness on electrospun pcl fibers and increase their hydrophilicity vegfhgfi modification can effectively enhance the adhesion migration and proliferation of human umbilical vein EC cells NIRF imaging shows that the vegfhgfi modification on pcl scaffolds can exist at least d in vitro and at least d in vivo bioluminescence imaging shows that vegfhgfi can effectively activate VEGFR receptors subcutaneous implantation in mice and rats reveal that cellularization and vascularization are significantly improved in vegfhgfi modified pcl scaffolds these results suggest that vegfhgfi is a useful molecule for functional modification of scaffolds to enhance cellularization and vascularization in TE
ROC,receiver operating characteristic,TS-367,"We measure the quality of a model by its overall ROC : thus , wewould like to compare their un - altered ROC curves ."
SRL,semantic role labeling,TS-368,"In the MTL SRL , we employed random task and ranking ."
GMM,gaussian mixture model,TS-369,"At first we use all features of the training set to train the GMM Classifiers , then the trained classifier is used to test the features of the testing set ."
RDF,rate distortion function,TS-370,illustrates the cascade sub - systems that realize the causal RDF .
CNN,convolutional neural network,TS-371,"Related WorkIn , the authors combine the output of a CNN externally with handcrafted features , using logistic regression to create probability maps ."
SC,sildenafil citrate,TS-372,to assess the efficacy and safety of SC viagra pfizer inc usa in a doubleblind placebocontrolled doseescalation study over a period of weeks in men with erectile dysfunction of a broad spectrum of aetiology
MAC,medium access control,TS-373,"In general , there are two broad categories of uplink MU - MIMO MAC enhancements , namely , the un - coordinated access and the coordinated access ."
CT,computed tomography,TS-374,Each column represents one CT image .
GCD,graphlet correlation distance,TS-375,"The graphlet correlation distance ( GCD ) is also used to measure the rank correlation of graphlet orbital counts between nodes in each graph prvzulj2007biological , marcus2012rage , hovcevar2014combinatorial ."
MSD,million song dataset,TS-376,We can see that re - ranking title with mxm - lyr results boosts the accuracy of title method by 3.6 in the case of top 100 results of SHS train set against MSD experiment .
FM,formal methods,TS-377,It starts with a brief and broad presentation of FM .
DCNN,deep convolutional neural network,TS-378,"In DCNN - DCF tracking systems , as the DCF - based trackers do not rely on the regression results outputted by the neural network , the fully connected layers can therefore be abandoned to accelerate inference speed ."
CCC,concordance correlation coefficient,TS-379,The CCC values on the Validation set ( averaged across listeners ) are displayed in the fourth column of Table .
MAC,multiple access channels,TS-380,"MAC with Feedback In this section , we consider MAC with feedback as a familiar and practical scenario of multiuser communication systems ."
PTT,posterior tibial tendon,TS-381,the role of magnetic resonance imaging in the DUE of the patient with PTT dysfunction is discussed considerations for the proper positioning of the patient and optimal technique to obtain appropriate images of the PTT and associated joint abnormalities are highlighted cases are presented to show the effectiveness of magnetic resonance imaging in different clinical situations the treatment algorithm for PTT dysfunction should include magnetic resonance imaging as a diagnostic tool when AGA
SA,significance and accuracy,TS-382,ContributionsThis work focuses on improving the performance of SA studies in microscopy image analysis through the application of finer - grain computation reuse on top of the coarse - grain computation reuse .
MRE,median recovery error,TS-383,"To show the consistency between the two proposed metric , we also highlight the values of MRE - gap that are above ."
LSA,latent semantic analysis,TS-384,"In all cases , we embedded artists and tags into a 64-dimensional latent feature space using LSA with the data set that is described in Section ."
MC,molluscum contagiosum,TS-385,cantharidin cho is a monoterpene defensive toxin in insects involved in chemical defence as well as in courtship and mating behaviours it is relatively well known in the medical literature because of its high anticancer activity and as an ERP therapy for MC however little is known about its biosynthesis pathway in vivo and no enzyme involved in cantharidin biosynthesis has been identified the purpose of this study was to identify the crucial enzyme that is involved in the biosynthesis of cantharidin using the homology cloning method a hydroxymethyl glutaryl coenzyme a reductase hmgr gene the ratelimiting enzyme in the mevalonate pathway was cloned from the blister beetle epicauta chinensis quantitative reverse transcription pcr and gas chromatography methods revealed that the hmgr transcripts had a positive correlation with cantharidin production in the beetles r rna interference rnai knockdown of hmgr mrna expression was achieved by microinjection of a specific dsRNA with more than rnai efficiency and an apparent decrease of cantharidin production was observed furthermore the hmgr mrna was greatly upregulated by exogenous juvenile hormone iii jh iii and cantharidin production was also raised in males however when injecting the jh iii with rnai of hmgr mrna at the same time cantharidin production did not rise these results demonstrate that hmgr is an essential enzyme in cantharidin biosynthesis in the blister beetle e chinensis which further verifies previous research results demonstrating that cantharidin is synthesized de novo by the MVA pathway in blister beetles
ADF,anisotropic diffusion filter,TS-386,Non - Local Optimal Anisotropic Diffusion FilterThe non - local ADF ( NL - ADF ) proposed in do not optimize any filter parameter .
