acronym_,expansion,id,text
OCR,one - to - one character replacements,EXT,In this paper we show that the requirement of manually corrected training data can be alleviated by estimating the OCR errors from repeating text spans found in large OCR read text corpora and generating synthetic training examples following this error distribution .
CC,constant current,EXT,"The charging terminates when the voltage reaches to 4.35 V. The corresponding charging rates are 0.143 , 0.45 , and 0.77 C respectively at the end of the CC phases ."
LCL,lateral collateral ligament,EXT,our objective was to describe the radiologic appearances of calcification of the LCL lcl of the knee in four patients who presented with acute atraumatic lateral knee pain this rare abnormality has not to our knowledge been previously shown on mr imaging
PEs,phthalate esters,EXT,dehp bisethylhexylphthalate known to be an endocrinedisrupting chemical is a widely used phthalate little information regarding the effects of PEs on ion currents is available in this T0 the effects of dehp and other PEs dbep dibutoxyethylphthalate and dmgp dimethylglycolphthalate on ion currents were investigated in pituitary ghâ\x82\x83 cells hyperpolarizationelicited kâ\x81º currents in gh cells bathed in highkâ\x81º caÂ²â\x81ºfree solution were examined to evaluate the effects of dehp dbep and dmgp on the etheragogorelatedgene erg kâ\x81º current ikerg addition of dehp to ghâ\x82\x83 cells suppressed the amplitude of ikerg in a concentrationdependent manner with an icâ\x82 â\x82\x80 value of Î¼m with a twopulse protocol addition of dehp shifted the activation curve of ikerg to a depolarized potential by approximately mv with no NC in the rate of ikerg deactivation this compound did not have any effects on delayed rectifier kâ\x81º current in ghâ\x82\x83 cells while aminopyridinemethanol Î¼m suppressed this current significantly dbep Î¼m had little or no effect on ikerg while dmgp Î¼m slightly reduced it in insideout configuration dehp Î¼m applied to the bath slightly reduced the activity of largeconductance caÂ²â\x81ºactivated kâ\x81º channels dehp Î¼m increased the frequency of spontaneous action potentials aps however this compound at the same concentration had no effect on ap firing in kcnh sirnatransfected ghâ\x82\x83 cells the effects described herein can contribute to their actions on functional activity of endocrine or neuroendocrine cells if similar results are found in vivo
BC,betweenness centrality,EXT,"Then , the node will be connected with a node if it has higher -core value i.e. , and having less BC , i.e , ."
CNN,convolutional neural network,EXT,"To demonstrate the different characteristics of the CNN and SAN path , we analyze the alignments ( attention coefficients ) from the four types of decoder - to - encoder attention ."
OT,optimal transport,EXT,"Different from OT in generative models , we deem the channel dimension as different samples to compare , instead of batch - wise manner as in ; and treat the optimization of and in a unified problem , as opposed to the adversarial training ."
rt-PA,recombinant tissue plasminogen activator,EXT,stroke is a devastating disease and a leading cause of death and disability currently the only fda approved therapy for acute ischemic stroke is the intravenous administration of the thrombolytic medication rt-PA tpa however this treatment has many contraindications and can have dangerous SE such as IC hemorrhage these treatment limitations have led to much interest in potential adjunctive therapies such as therapeutic hypothermia t or degrees c and ultrasound enhanced thrombolysis such interest may lead to combining these therapies with tpa to treat stroke however little is known about the effects of temperature on the thrombolytic efficacy of tpa in this work we measure the temperature dependence of the fractional clot mass loss deltamt resulting from tpa SE in an in vitro human clot model we find that the temperature dependence is well described by an arrhenius temperature dependence with an ERP activation SE eeff of kj mole eeff approximates the activation energy of the plasminogentoplasmin reaction of kj mole a model to explain this temperature dependence is proposed these results will be useful in predicting the effects of temperature in future lytic therapies
SM,synthesis module,EXT,"In rows 4 and 5 we remove the set of responses to the dynamic filters , as well as the concatenation of in the SM , respectively ."
PL,photoluminescence,EXT,a novel WG lightpromoted reaction using photoluminescent nanocrystalline silicon enables the hydrosilylation of alkenes and alkynes providing stabilization of the porous Si without significant loss of the photoemissive qualities of the material photopatterning and lithographic fabrication of isolated porous silicon structures are made possible experiments and observations are presented which indicate that the light promoted hydrosilylation reaction is unique to photoluminescent silicon and does not function on nonemissive material hydrosilylation using a reactive center generated from a surfacelocalized exciton is proposed based upon experimental evidence explaining the PL requirement indirect excitons formed by light absorption mediate the formation of localized electrophilic surface states which are attacked by incoming alkene or alkyne nucleophiles supraband gap charge carriers have sufficient SE to react with nucleophilic alkenes and alkynes thereupon causing sic bond formation an irreversible event the lightpromoted hydrosilylation reaction is quenched by reagents that quench the light emission from porous Si via both charge transfer and SE transfer pathways
RNN,recurrent neural network,EXT,"As with the settings of prototype reader , we use LSTM as the RNN cell ."
CT,computed tomographic scanning,EXT,fracture of the occipital condyle is a rare problem diagnosis requires a high index of suspicion in a patient with a HI and abnormalities of CF of the lower cranial SN the diagnosis is best made by high resolution CT with sagittal and coronal reconstructions although transoral and lateral surgical approaches for decompression and stabilization are possible these are difficult and frought with danger we report a case of occipital condyle fracture in which T0 was deferred and spontaneous REC occurred as has happened in previous cases
LD,large deviation,EXT,"equationIn order to introduce the LD formalism for the survival probability , consider the log - survival - probabilityequationlog_surv_probL(_j)(P(_j))=_k=1^dn_kq(^(k)),equationwhere is the number of times occurs in the sequence ."
NI,national instruments,EXT,We compare the and performance with ED and AC approaches using the NI USRP platform as shown in Fig . .
HAN,hierarchical attention network,EXT,HAN - LCM : It contains a label - graph based neural network and a soft training mechanism with correlation - based label representation .
GP,gaussian process,EXT,"Based on the built GP , we can select the next point via Eq ."
CFD,computational fluid dynamics,EXT,"However , the QoI ""s"" obtained by integrating the curves ( evaluating the forward model ) from the wind - tunnel and CFD ""s"" are and respectively ."
FCA,formal concept analysis,EXT,"*  tFCA based model for prediction of qualitative features of Complex Systems The aim of this paper is to describe all researching work made for selecting and computing attribute sets related to soccer results , into a specific framework : FCA , and starting from soccer match results , with no previous analysis of any other specific attributes ."
FA,failure analysis,EXT,Their capability may also include netlist reverse engineering and access to FA lab .
MSC,multi - layer same - resolution compressed,EXT,"More specifically , MSC - CCO achieves the best DPR ( 89.2 ) followed by MSC - DCF ( 79.8 ) and CFNet ( 77.7 ) ."
OPF,optimal power flow,EXT,This in turn requires the grid operators to have the computational capacity of running consecutive instances of OPF problems with fast convergence time .
CNN,convolutional neural network,EXT,"Specifically , a 3D Faster Region Convolutional Neural Net ( R - CNN ) is designed for nodule detection with 3D dual path blocks and a U - net - like encoder - decoder structure to effectively learn nodule features ."
SVD,singular value decomposition,EXT,The experiment supplies additional and striking evidence to prior work on SVD and introduces a method to further investigate questions more precisely than done before .
AR,accumulated reward,EXT,Also note that too small AR means a failure of tracking and leads to a termination of the current episode .
CNN,convolutional neural network,EXT,"As an encoder in our U - Net network , we used relatively simple CNN of the VGG family that consists of 11 sequential layers and known as VGG11 see Fig . ."
GP,gaussian process,EXT,for GP - UCB with future variance of increasing .
CLS,constrained least squares,EXT,"figure = cls_weights.pdf , width=3.5 in CLS weights ."
ESC,ergodic sum capacity,EXT,Mathematical Analysis of Ergodic Sum CapacityThe ESC for EHS - CNOMA with MRC is derived and analyzed in this section .
GTD,grasp type detection,EXT,a ) 12 household objects contained in the GTD .
MMD,maximum mean discrepancy,EXT,"In the general case of discrete , we then have a sum of MMD weighted by the values of the empirical ."
EC,endochondral,EXT,little is known about molecular mechanism underlying osteoarthrits our mouse genetics approaches by mechanical AS induced oa models found that the proteinases produced during the EC ossification process cause cartilage degradation at the center of the joint and osteophyte formation at the periphery at the periphery vascularity is accessible from the synovium or tendon which completes endochondral ossification and forms osteophytes just as it does at the embryonic and growth SP cartilage however in the center the vascularity is not accessible from the edge so that it may end up with cartilage Kd without being replaced by bone molecules related to the EC ossification will be a therapeutic target of OA so our exp mouse models are useful tools for elucidation of the molecular mechanisms
SII,secondary somatosensory,EXT,mri has become the modality of choice for inine normal controls the first experiment showed that the patient had a threefold greater bold response to sounds in the parietal operculum the location of SII cortex we hypothesized that this abnormal opercular activity might be the neural substrate of the patients synesthesia supporting this hypothesis the second experiment demonstrated that sounds that produced no somatosensation did not evoke a bold response in the operculum while sounds that produced strong somatosensations evoked C1 bold responses these abnormal responses may have resulted from plasticity induced by the loss of somatosensory inputs consistent with this idea in the third experiment bold responses to somatosensory stimulation were significantly weaker in the patients operculum than in normal controls these experiments demonstrate a double dissociation in the patients SII SC increased responses to auditory stimulation and decreased responses to somatosensory stimulation and suggest both that strokeinduced STDP can result in abnormal connections between sensory modalities that are normally separate and that synesthesia can be caused by inappropriate connections between nearby cortical territories
BC,betweenness centrality,EXT,"The range of degree degree correlation coefficients , and BC - BC coefficient , are scaled from to ."
ECL,electrogenerated chemiluminescence,EXT,a novel mercuryii ion hg biosensor with ECL ecl PCD using trisbipyridyl ruthenium derivatives ruthenium complex as labeling was developed in the prescent work one thymine trich singlestrand dna ssdna labeled with a ruthenium complex was taken as an ecl probe when the other trich capture ssdna was selfassembled onto the surface of a gold electrode with a thiol group and then hybridized with the ecl probe to form doublestrand dna dsdna structures in the presence of hg a strong ecl response was electrochemically generated the ecl intensity was linearly related to the concentration of hg in the range from Ã\x97 to Ã\x97 m with a PCD limit of Ã\x97 m the relative sigma was at Ã\x97 m hg n this work demonstrates that the combination of the strongly IB trich dna to hg with the highly CS ecl technique to design an ecl hg biosensor is a great promising RPA for the determination of metal ions
con,control trial,EXT,the time course of changes in plasma bone turnover markers following an acute bout of resistance training rt or plyometrics ply has not been well characterized this T0 is the first to compare the acute response of bone formation and resorption markers to a single bout of rt or ply using a partially randomized crossover T0 design recreationally AS men aged Â± yr each completed four exercise trials rt fedfasted and ply fedfasted in addition to the rt and ply trials of the original participants also completed a fasted noexercise con to examine timeofday R2 for each trial blood was drawn immediately before exercise pre immediately following exercise and min min h h and h following pre for determination of plasma bonespecific alkaline phosphatase bap osteocalcin oc tartrateresistant acid phosphatase b trapb coohterminal telopeptide of type i collagen ctx testosterone parathyroid hormone and cortisol a onefactor repeatedmeasures anova was performed for each trial to detect changes in bone markers during the h following rt or ply trapb transiently decreased during the h following all exercise trials main effect for time p but returned to pre concentrations h postexercise bap ctx and oc remained unchanged except for reductions in bap and ctx following plyfasted and plyfed respectively during the con bap decreased while trapb ctx and oc remained unchanged in general plasma hormone concentrations decreased during the h following ply or rt and cumulative decreases in trapb during the h following exercise were positively correlated with cumulative decreases in parathyroid hormone the results of the present T0 suggest that the timing of the measurement of bone turnover markers relative to the last exercise bout is important for detection of exerciseassociated changes in bone turnover markers as the markers returned to preexercise values within h of rt or ply
STEMI,patients with stelevation myocardial infarction,EXT,ICM HR disease represents the most important cause of mortality worldwide and the management of STEMI stemi still remains a great challenge for a great number of patients who do not have immediate access to primary percutaneous coronary intervention pci facilitated angioplasty may be a reasonable therapeutic option
MLE,maximum likelihood estimate,EXT,we use the available information about concentrations of dioxin in highly exposed humans along with estimates of the halflife of dioxin and durations of SE to calculate lifetime average daily doses ladds of dioxin in those populations we compare those ladds to the ladds of dioxin used in rodent carcinogen tests and we also compare the tissue levels of dioxin in exposed humans and the test rodents using the MLE of the environmental protection agencys epa calculated potency factor for the carcinogenicity of dioxin we calculate the number of cancers that dioxin might be expected to cause in the exposed human populations if dioxin causes an increase in total cancers or of a common cancer such as lung cancer the calculated expected increases in CA are below the limit of detectability in epidemiologic studies if on the other hand dioxin causes a RT with incidence comparable to that of soft tissue sarcomas the calculated expected increases should be detectable in dioxinexposed chemical workers and in the seveso population our calculations lead to the conclusion that the failure of epidemiology to produce convincing evidence of any chronic human health effects from dioxin probably results from the relatively low exposures experienced by humans from our analyses there is no reason to allude to differential sensitivities between test animals and humans to explain the lack of convincing evidence for dioxin causing human cancers
HMC,hybrid monte carlo,EXT,Constrained system Dependence of the parameter on the choice ( left ) and its effect on the resulting acceptance rates in HMC simulations of villin ( right ) .
SSR,spatial skeleton realignment,EXT,SSR is executed at each iteration after is updated and clipped in order to realign every perturbed skeleton frame based on the original bone lengths .
PS,parameter server,EXT,"In this model architecture , there is no central server that holds the model and aggregates gradients from workers as PS architecture ."
MS,medical sentiment,EXT,We describe below the layers of our proposed model in details:*hProposed MS - CNN architecture for predicting the m conditionmedical condition from the medical blog .
AI,artificial intelligence,EXT,Corrector of AI errors .
PS,power splitting,EXT,"Hence , adaptive and optimized PS ratios is mandatory for such scenarios ."
GSR,group sparsity residual,EXT,"Therefore , we set and thus the -norm is adopted to regularize the proposed GSR model , Estimate of the Unknown Group Sparse Coefficient Since the original image is not available in real applications , the true group sparse coefficient is unknown ."
CNN,convolutional neural network,EXT,": This is one of the sub - system of A , that use features extracted from a CNN to train a single - component GMM to model spoofed and genuine classes ."
ICP,iterative closest point,EXT,"When the initial estimation is not accurate enough , the use of ICP can even decrease the accuracy , as shown by the PoseCNN+ICP curve falling below the PoseCNN curve for large angle thresholds ."
MACS,mean average conceptual similarity,EXT,The out - of - context term will increase the average conceptual similarity and hence the MACS score .
AP,access point,EXT,Sensor nodes that are connected to the AP construct the backbone network .
AOD,angle opening distance,EXT,"The machine was able to visualize the per - scan results Figure A. Moreover , fully automated measurement enables 360 analysis , for example of AOD and TISA Figure B and C. The goniogram showed that the inferior quadrant ’s angle is narrower than other quadrants of that specific patients eye Figure B and C. Indicating that a global assessment would provide a more accurate diagnosis ."
MC,multi connectivity,EXT,"More specifically , we propose to reap the reliability enhancement accorded by MC while limiting its increased resource usage by proposing an MC activation algorithm that considers the latency budget as one of the MC activation parameters ."
VE,ventilatory,EXT,this literature review will examine the concept and feasibility of mechanical ventilation within the home environment as opposed to hospitals or institutions for clients requiring longterm ventilation it will consider which clients can benefit from home ventilation programmes and the aims and drawbacks the psychosocial and economic consequences of caring for ventilated clients in their own home practical aspects and the possible developments of this field in the future are also considered the review will address only adult clients who depend entirely on VE support hours a day or for intermittent periods within a hour FR
DSA,data science and analytics,EXT,Occupations just above this threshold appeared more consistent with the definition of DSA skills given in sec : intro .
CNN,convolutional neural network,EXT,WGAN - MSE was able to improve the result of CNN - MSE by avoiding over - smooth but minor streak artifacts can still be observed especially compared to CNN - VGG and WGAN - VGG .
ART,adaptive radix tree,EXT,"Since keys are sorted gradually according to the continuously arrived queries during the process of cracking , it is worthwhile applying the cracking technology to the construction of ART index ."
PN,peripheral lymph nodes,EXT,carbohydrate ligands for lymphocyte lselectin are expressed on high EC venules hevs in PN and CS of chronic inflammation and mediate the recruitment of lymphocytes from the blood into these tissues in the mouse these ligands collectively termed the PNAd pnad have been shown to contain fucose sialic acid and sulfate and to include several hev glycoproteins including glycam cd and madcam monoclonal antibody mab meca which binds a sulfatedependent epitope recognizes pnad in both mouse and man in humans only cd has been identified among the glycoprotein species that react with meca although pselectin is highly expressed in tonsil hevs it was not found to react with meca or to support lselectinmediated lymphocyte rolling to further characterize human pnad mabs were developed against purified pnad immunoisolated from human tonsil mabs jg jg jg and jg like meca bind hevs in human tonsil and react similarly in western blots and jg and jg also block lymphocyte rolling on purified pnad in addition by competitive elisa on purified tonsil pnad all mabs were found to react with overlapping epitopes however jg jg jg and jg do not recognize mouse pnad and unlike meca they recognize determinants that are CS to neuraminidase strikingly the epitope recognized by jg although abundant in tonsil and peripheral CL node is absent from appendix hevs or hevs in some samples of chronically inflamed skin even though these hevs are meca reactive moreover although jg and jg react well with tonsil IP CL node and inflamed skin hevs they react only with occasional EC cells in appendix tissues these findings point to significant diversity in the carbohydrate determinants expressed by hevs and recognized by lselectin and demonstrate their differential representation in different sites in vivo these antibodies should be useful in probing the precise structure of human lselectin ligands
ROC,receiver operating characteristic,EXT,"http://dx.doi.org/10.3233/IDA-2002-6504CrossRefBradley , A.P.The use of the area under the ROC curve in the evaluation of machinelearning algorithms ."
CNS,central nervous system,EXT,"Epione project - team , Inria , Sophia Antipolis , FranceAramis project - team , Inria , Paris , FranceInstitut du Cerveau et de la Moelle epiniere , ICM , Inserm U 1127 , CNRS UMR 7225 , Sorbonne Universite , F-75013 , Paris , FranceMultiple sclerosis ( MS ) is a demyelinating disease of the central nervous system ( CNS ) ."
AAC,augmentative and alternative communication,EXT,to report on data from the current survey about academic and clinical education in AAC aac as well as to compare these findings with earlier surveys in an attempt to identify any changes being made as programs in the united states implement the new certification standards of the american speechlanguagehearing association in the area of speechlanguage pathology
GCN,graph convolution networks,EXT,We developed a novel induced relational graph convolutional ( IR - GCN ) framework to address this question .
SUs,secondary users,EXT,"The final decision regarding availability of licensed sub - channels is made by the FC at the AP , based on the sensed information of SUs ."
DBN,deep belief network,EXT,This could contribute to the strong feature learning ability of DBN .
DMFT,caries prevalence,EXT,the aims of this T0 were to demonstrate the feasibility of collecting dental epidemiological data suitable for planning purposes in libya and record the DMFT in benghazi so that following an increase in the fluoride concentration of the drinking water potential changes in dental caries prevalence could be assessed random sampling resulted in the examination of sixyearold and twelveyearold children from benghazi mgt f and jardinah mgt f for both six and twelveyearold children the caries prevalence in jardinah was significantly lower than in benghazi within benghazi the DMFT was lower in state than private schools for the sixyearold children little evidence of dental treatment was found for the six or twelveyearold pupils at either examination site
GCN,graph convolution networks,EXT,"Therefore , the relationship of each block ( the different structure ) is ignored for GCN , and this point leads to the poor performance ( in some times , the performance of GCN for multi - view is worse than that of GCN for view1 ) of GCN for multi - view ."
LP,label propagation,EXT,Label Propagation ( LP ) : LP assigns labels to unlabeled nodes by propagating available labels in the graph .
AV,acquaintance vaccination,EXT,The AV strategy has the same average outbreak size at to that of IMV and DV strategy ( Fig .
MPC,model predictive control,EXT,The MPC state vector is then .
EUS,endoscopic ultrasonography,EXT,groove one is a distinct form of CP characterized by inflammation and fibrous tissue formation affecting the groove area between the head of the pancreas the duodenum and the CBD it is manifested on imaging by a sheetlike mass in the groove area near the minor papilla thickening of the DU wall and cystic transformation in the DU wall also represent common imaging features pathogenesis is still unclear and clinical presentation is not specific EUS eus computed tomography ct and magnetic resonance imaging mri demonstrate imaging findings consistent with the disease in typical cases but specific diagnosis is challenging in a number of patients where biopsy is required the disease may mimic pancreatic CBD or duodenal wall cancer that requires prompt and excessive surgical intervention as opposed to groove pancreatitis where initial CT is suggested the clinical histopathological and radiological features on crosssectional imaging of this entity are discussed in this review and differential diagnostic clues are given
USD,unmet system demand,EXT,"When comparing both policies using the same number of hidden units ( 15 , 450 in these simulations ) , the MLP policy outperforms the LSTM ; it shows both better energy and USD results ."
ASR,automatic speech recognition,EXT,"Finally , the text output of the Google ASR is sent to the Alana framework to perform the dialogue task , through the arbitration module as explained above ."
FJ,friendly jamming,EXT,A joint time slot and FJ power allocation can be found in .
MPI,message passing interface,EXT,"This package , within the MPI framework , was developed concurrently with similar work on running distributed training of Keras models with Spark ."
MSA,modern standard arabic,EXT,This is strong evidence for the amount of code - switching between one dialect and MSA from the same speaker .
SF,sexual function,EXT,there seems to be a reluctance to selfreport sexual dysfunction during clinical interviews the rate of reported sexual dysfunction increases when information is sought aggressively in the clinical interview the relationship to a specific therapeutic agent however can be clouded by the patients perception and coexisting morbidity most of the data relating sexual dysfunction to specific drugs are anecdotal the strongest proof of a casual effect is improvement in SF after withdrawal of the medication most of the adverse sexual effects of commonly used medications can be predicted from a simplified understanding of the human sexual response and physiologic mediators alternative therapeutic agents can be substituted by understanding these physiologic mechanisms and a careful clinical interview although polypharmacy is a problem for older persons in some cases sildenafil can be used to correct druginduced impotence
SAM,semi - autonomous machine,EXT,The performance of the algorithms has been confirmed by experiments with SAM wheelchair in real life scenarios .
MSE,mean squared error,EXT,"Generally , we observed that the relative performance of the methods were very similar for the MSE measure , for the individual VGG layers , and for the averaged VGG metrics that we report here ."
GP,gaussian process,EXT,We explore applying a GP model and variograms for image registration .
CNN,convolutional neural network,EXT,The CNN used for extraction of has the same design as the CNN we used to extract personality features described in Section .
LAP,linear assignment problem,EXT,"This has two consequences for our search over : First , the size of LAP problems which must be solved at each step decreases over time ( as we find -optima for a denser and denser set of ) ."
ICC,invasive cervical cancer,EXT,to evaluate by seroepidemiology the possible role of the sexuallytransmitted flagellate trichomonas vaginalis in ICC
OB,oxidative burst,EXT,we hypothesized that circulating polymorphonuclear PMNL pmns V1 endothelial cells ecs and perivascular mast cells mcs may initiate and sustain the inflammatory response through the generation of the superoxide anion o by pmns primed by inflammatory stimuli which in turn evoked the overexpression of adhesion molecules from ecs and PR of histamine by mcs to pinpoint the role of carbon monoxide co in curbing vascular inflammation we studied the effect of a watersoluble coreleasing molecule tricarbonylchloroglycinateruthenium ii corm on an exp MM of V1 inflammation the model consists of coincubating formylmethionyl peptide fmlp primed human pmns with rat ecs or with rat mcs the effects of corm were evaluated by measuring the generation of o and the expression of cdb in fmlpprimed pmns the expression of icam and cdc in ecs and mcs respectively and the PR of histamine from mcs our results show that the chemotactic peptide fmlp primes pmns to generate o and overexpress cdb both events being CE to the inflammatory process while corm significantly decreases these events ic microm for o production microm for cdb expression in human pmns the experiments also show that fmlpprimed pmns increase the cd expression by coincubated ecs and the expression of cdc and the release of histamine by coincubated mcs once again corm abolishes these events ic microm for cd expression in ecs microm for cd expression microm for HR in mcs thus corm exerts a powerful antiinflammatory action by downregulating the OB in pmns the overexpression of adhesion molecules in pmns and ecs the PR of histamine and the overexpression of an activation marker by mcs
PIN,proposal indexing network,EXT,"In the first stage , PIN module classifies the region proposals into higher - level phrase categories ."
AI,artificial intelligence,EXT,Corrector of AI errors .
DL,deep learning,EXT,    The MSE performance of the LMMSE and the DL estimators versus .
FE,fire emblem,EXT,"This paper shows that even if the stage is cycle - free , Poly - round FE is still NP - complete ."
ODE,o - d demand estimation,EXT,Another important issue for ODE is the observability problem .
AV,acquaintance vaccination,EXT,It is a modification of the AV strategy to implement targeted vaccination with local contact information .
CT,computed tomography,EXT,There is a vast body of literature on automatically segmenting anatomical structures from CT or MRI images .
MAC,message authentication code,EXT,"Bob computes the same and from the common secret , used to verify the MAC and decrypt the message ."
DL,downlink,EXT,"Considering both DL and UL , investigated a simultaneous wireless information and power transfer network with only one DL user and multiple UL users ."
TP,true positives,EXT,TP means true positives denoting the number of apps correctly classified as malicious .
AV,acquaintance vaccination,EXT,The IMV strategy shows only one seed node with outbreak size greater than 100 infections at vaccination rate in GDT network while AV strategy still has about 700 seed nodes with outbreak sizes greater than 100 infections in the GDT network .
SEM,scanning electron microscopy,EXT,htb  1 1 1 1 SEM and LOM example images for each microstructure class with ferrite as matrix and with diameter of up to 100 .
SDP,shortest dependency path,EXT,"Now , the sequence of words in the SDP along with the concept sequence , the dependency labels sequence , and the PoS tags sequence are fed into the neural network ."
DL,description logics,EXT,"By stating the domain and range of link predicates with class expressions based on OWL 2 DL ( e.g. a range composed of multiple types / classes ) , we can take advantage of existing DL - parser and reasoner tools(http://owlcs.github.io / owlapi/ ) to infer instance types ."
AEF,aortoesophageal fistula,EXT,esophageal foreign body ingestion is especially frequent in childhood and may cause fatal complications in case of late diagnosis and delayed treatment we present a case of year old girl who was admitted to emergency department with massive one however she died due to an unrecognized foreign body resulted an AEF at autopsy an AEF was detected by gross examination tissue samples were obtained from the organs and fistula region in histopathological examination a calcified body with multinucleated giant cell and surrounding granulation tissue was detected at the one site an ulcerated fistula tract ran from the intima to the adollected within large curated databases prokaryotic promoter regions were found to be less stable and less flexible than the genomic mean across all studied species however direct comparison between species revealed differences in their structural profiles that can not solely be explained by the difference in genomic gc content in addition comparison with PET data revealed that there are patterns in the promoter structural profiles that can be linked to TPS functional loci such as sigma factor regulation or transcription factor IB interestingly a novel structural PE clearly visible near the transcription start site was found in genes associated with essential cellular functions and growth in several species our analyses reveals the great diversity in promoter structural profiles both between and within prokaryotic species we observed relationships between structural diversity and PET features that are interesting prospects for further research to yet uncharacterized functional loci defined by dna structural properties
CC,charging current,EXT,"During the CC period , the charging current is constant until the battery voltage reaches a specified maximum ( 4.2/4.35V ) , after which the charging current is trickled until the battery is fully charged ."
DL,deep learning,EXT,"Moreover , both DL and LMMSE estimators outperform the LS estimator in Fig ( a ) as noted by conclusion ."
MRC,maximal ratio combining,EXT,"Generally , MMSE and ZF detectors outperform MRC owing to its ability to cancel out interference within the cell ."
ML,machine learning,EXT,"First , Northstar - a collection of tools for interactive data science - includes Alpine Meadow for automatic feature pre - processing and AutoML based on existing ML libraries ( e.g. , Scikit - learn ) and custom operators ."
LPP,locality preserving projections,EXT,Orthogonal Laplacianfaces ( OLPP ) imposes an orthogonality constraint to LPP to ensure that the learned projections are mutually orthogonal .
NC,network coding,EXT,"In all terrain categories , NC - ML achieves the best performance thanks to the combination of machine learning algorithm and network coding for retransmission ."
IC,independent cascading,EXT,"To efficiently address this issue , an approximate IC model , called MIA , has been proposed ."
MPC,multi - party computation,EXT,So most of the known practically efficient general and special - purpose MPC protocols are byproduct of concretely efficient OT extension protocols .
Rh,antid,EXT,a review of the published literature on rh alloimmunization reveals that its incidence varies with the volume of infused d red blood cells rbcs the probable rh genotype of the rbcs and the immune competency of the d recipient among the reports of rh alloimmunization on different clinical circumstances we identified five studies in which a combined total of d recipients of hematopoetic stem cell or solid organ transplants were transfised with d rbcs and none formed Rh the observation that IS protocols developed to prevent rejection of tissue and organ transplants also prevented alloimmunization to the d blood group antigen raises the possibility of practical applications in blood transfusion practice
ARA,adversarial risk analysis,EXT,"Next , we propose our first new model and show how it can be solved using ARA ."
ML,machine learning,EXT,"Maybe relate traditional , graph - centered ML frameworks to deep DSELs ."
IP,intellectual property,EXT,The adversary can also locate any specific IP from the design and learn about the implementation and functionality of that IP for hardware Trojan insertion or IP piracy .
EHS,enhanced hybrid swipt protocol,EXT,Section 6 analyzes the EE for the proposed EHS protocol with the considered model .
V1,vascular,EXT,we have investigated the role of heat shock hs in preventing insulin resistanceinduced endothelial dysfunction to the best of our knowledge we report here for the first time that insulin resistance inhibits V1 HS protein hsp expression HS treatment Â°c for min restored the hsp expression highfat diet hfdfed insulinresistant rats show att angiotensin anginduced vasodilator effect eNOS synthase enos phosphorylation ampactivated protein kinase phosphorylation and sirtuin sirt expression interestingly hs prevented this attenuation we also provide the first evidence that hfdfed rats show increased V1 dna methyltransferase dnmt expression and that HS prevented this increase our data show that in hfdfed rats hs prevented loss in the expression of ang receptor mas and ace which were responsible for V1 complications further the inhibition of enos lngnitrolarginine methyl ester mas a and sirt nicotinamide prevented the favorable effects of HS this suggests that HS augmented ang signaling via the masenossirt pathway our study for the first time suggests that induction of intracellular hsp alters dnmt expression and may function as an epigenetic regulator of sirt and enos expression we propose that induction of hsp is a novel approach to prevent insulin resistanceinduced V1 complications
ANN,approximate nearest neighbor,EXT,"Based on the desirable features of an ANN method in practice as outlined above , we adopt recall as the main indicator for evaluating retrieval performance ."
CNN,convolutional neural network,EXT,This study also explores the causal structures of the proposed CNN - based algorithms .
TP,true positives,EXT,"Here RM means Random Forest while FM , TP , FP represent F1-Measure , True Positives rate and False Positives rate respectively ."
MT,maintenance therapy,EXT,a retrospective T0 of patients with acute promyelocytic one apl treated with similar dnr containing regimens in reported antecedent of radiation SE or CA was found in patients at presentation hyperleucocytosis was rare greater than microliter variant form was identified in cases organomegaly was uncommon and severe metabolic abnormality was never noted at presentation dic was observed in of pts t was confirmed in pts pCR cr rates have increased from to on account of improvement of supportive therapy with adequate dic management addition of ara c did not improve cr rates surprisingly duration of cr seems related to MT as pts receiving mpmtx maintenance regimen were LTS as compared to comparable pts receiving cyclic monthly courses of chemotherapy
EDL,electric double layer,EXT,this technical note reports a method for measuring the diffusion coefficient of molecules based on an optoelectrofluidic platform optoelectrofluidic FM which is constructed with an optoelectrofluidic device and a conventional fluorescence TSM is a useful tool for controlling and detecting local molecular concentration in a fluid with a single CS source when we project a light for fluorescence excitation and apply an ac signal of a few hundred hertz frequency around hz to the optoelectrofluidic device a sudden decay of molecular concentration occurs within the illuminated area due to several mechanisms including optically induced ac electroosmosis electrostatic interaction forces among the polarized molecules and interactions among the molecules and between the molecules and the EDL after the applied Vc was turned off the dispersed molecules diffuse into the molecular deple proteins some are important for physiological and pathophysiological processes of CNS system in this review recent findings about how pick is associated with CNS system diseases are summarize
