acronym_,expansion,id,text
OSS,orthogonal spectrum sharing,TS-552,"Note that under N - OSS policy , ."
DVS,dynamic vision sensor,TS-553,DatasetsWe performed our experiments on two datasets - the UCF YouTube Action Data Set or UCF11 and a DVS gesture dataset collected by us using DVS128 .
IP,inductive programming,TS-554,Finding this trade - off and making it work is novel in the context of IP applied for manipulation problems .
CNN,convolutional neural network,TS-555,"Evaluation In this section , we present experimental results of our CNN - based code generation ."
RF,radio frequency,TS-556,"While , in Keyrouz et.al designed multi - band RF with triple antennas using cascaded rectifying stages ."
LDS,linear dynamical system,TS-557,"The observations in LDS , similarly to hidden states , are real - valued ."
DE,dimension estimation,TS-558,"Usually , real world datasets have large numbers of features , often significantly greater than the number of latent factors underlying the data generating process , and DE attempts to quantify the number of latent factors in a dataset ."
TI,temporal interactions,TS-559,b ) The cumulative probability distribution of inter - event times of TI 1(orange square ) and TI 2(green triangle ) . (
QA,question answering,TS-560,to the QA system .
PD,parkinson 's disease,TS-561,"Consider the PD case shown in Fig . ,"
DM,dialog management,TS-562,"We add this item set as an """" ontology """" to the Pydial benchmark for DM systemscasanueva2017benchmarking which is described in the next Sections in more detail ."
DA,deterministic annealing,TS-563,d ) The final deployment of DA Algorithm after 500 iterations .
PC,program committee,TS-564,"Even though there were no official obstacles to authors writing notes and PC members accepting them in the years since 2013 , the CSCW community has all but abandoned the 4-page note ( with one exception in 2015 ) ."
CNN,convolutional neural network,TS-565,"Due to the differences between the three competing structures , we observed that while the baseline CNN and LR networks work well with weight decay , applying weight decay to the proposed network structure tends to drive all the weight values close to zeros when is large , or the regularization effect is marginal when using a small value for , leading to the exhaustive search of suitable hyper - parameter ."
FD,fractal dimension,TS-566,"Fractal map estimationAfter application of the Daubechies 3D wavelet analysis , the roughness of each voxel lattice surface is determined via estimating its corresponding FD ."
RC,reading comprehension,TS-567,Recent studies directly applied the BERT - RC model to open - domain QA .
LP,linear programming,TS-568,"Overview of the algorithm : First , we solve the relaxed LP formulation of the ILP of the MDS problem on the input vertically - stabbed - L graph and create two subproblems ."
TS,tabu search,TS-569,Another possible avenue is to work on the application of metaheurisitc algorithms like TS or other evolutionary computing or nature inspired algorithm for threat detection and feature selection because these optimization algorithms have also shown better results in other domains .
CNN,convolutional neural network,TS-570,*  ht  WCCN ( 3stage ) : The pipeline of end - to - end 3-stage cascaded CNN for weakly supervised object detection .
DC,deficit counter,TS-571,"In the wake of serving , the deficit counter is overhauled , that is DC turns into 300 credits ."
PSO,particle swarm optimization,TS-572,"Since its introduction , PSO has attracted many researchers and over the years many PSO variants have been proposed to improve the performance of the original algorithm albeit the research has been mostly restricted to the """" continuous domain """" , i.e. , ."
RV,random vaccination,TS-573,"In the population level vaccination , IMV strategy contains disease within the outbreak of 1 K infections with vaccinating 6 of nodes while RV strategy requires vaccination of 55 nodes and AV requires 35 ."
RL,reinforcement learning,TS-574,Black box functions are particularly important in RL where the reward function is not necessarily known .
TVD,total variation diminishing,TS-575,"The functions and approximate TVD correction to the first order upwind scheme at center or surface of the control volumes , respectively ."
BS,base station,TS-576,"All MTCDs transmit data to the corresponding MTCGs in the first phases with TDMA , and all MTCGs transmit the collected data to the BS in the last phases with TDMA ."
AR,average recall,TS-577,AR on PASCAL VOC is reported .
DC,dynamic cluster,TS-578,"Both events must be transient , as otherwise the initial DC can not be considered to persist ."
QRF,quantile random forest,TS-579,"However , for each leaf node of the tree , QRF evaluates the estimated distribution as alternative to only the mean of values in RF ."
OT,optimal transport,TS-580,"For OT , less entropic regularization also meant near permutations and more plausible images ."
SVD,singular value decomposition,TS-581,"Perform SVD for these two matricesNotice that in our algorithm , the entities of M2L matrices are the evaluations of single - layer kernel function ."
LDP,low degeneracy partition,TS-582,"thm : ldp , the LDP Theorem , makes this precise ."
NN,neural network,TS-583,We can generally write the NN model as where denotes the vectorized weights of the neural network and denotes the vector of inputs and outputs defined as and is the approximation error .
IC,integrated circuit,TS-584,"The assets and methodology of extracting key and design implementation form an obscured chip , i.e. , the attack surface of the IC is identified at this stage ."
RS,rate splitting,TS-585,presents the sum - rate with RS versus the SNR for increasing .
CLS,constrained least squares,TS-586,"Also , one of the objectives of this work is to motivate the use of norms for filter design problems , and the proposed CLS implementations ( which absolutely depends on IRLS - based formulations ) are good examples of the flexibility and value of IRLS methods discussed in this work ."
ABC,artificial bee colony,TS-587,ABC was tailored to focus on image spatial domain which was one of the important challenging issues .
RNN,recurrent neural network,TS-588,This observation is consistent with the fact that most previous RNN based methods adopt the temporal RNN to recognize actions .
MGM,markov geographic model,TS-589,"Although DDE - MGM takes longer time on the whole dataset ( 2858 samples ) in the online testing , it can still achieve real - time performance on any single sample ."
CT,computed tomography,TS-590,The dice loss for th CT image in equation 5eq : hybridloss can be written as equation5eq : missingL_Dice = C - _ c=0^C-1 m_i(c ) w(c ) TP_p(c)TP_p(c ) + FN_p(c ) + FP_p(c ) .
MDC,multiple description coding,TS-591,"Consequently , the research of sampling - based MDC methods should be further developed ."
AR,augmented reality,TS-592,We call this a Stereoscopic AR Predictive Display ( SARPD ) .
CT,computed tomography,TS-593,"DeepLung for Fully Automated Lung CT Cancer DiagnosisWe also validate the DeepLung for fully automated lung CT cancer diagnosis on the LIDC - IDRI dataset with the same protocol as LUNA16 ""s"" patient - level split ."
EF,error feedback,TS-594,"The result with EF has 0.53 dB and 0.26 dB better than without EF on Set5 and Set14 , respectively ."
SUs,secondary users,TS-595,"Thus , the new optimization problem , which aims at maximizing the sum - rate of SUs by finding optimum fractions of harvesting for all SUs , can be expressed as If P3 describes a convex optimization problem , it can be solved by standard convex optimization methods such as the barrier method or iterative gradient technique with duality ."
SPL,standard plane location,TS-596,"Different from the previous works , the SPL task on 4D image introduces the following problems : Restricted by the facility performance , the image quality of 4D STIC volume is often poor ."
CP,constraint problem,TS-597,Therefore we can use CP algorithm to check networks consistency .
MRD,maximal ratio diversity,TS-598,"In particular , combines ""s"" signal received at time slot one with the ""s"" replicas received from all at the subsequent slots using either the rules of MRD or SD ."
GMM,gaussian mixture model,TS-599,We have set the value of as 10 as we did not expect to find more than 10 clusters given the number of pulsar families and the 6 clusters already determined by GMM .
ECC,elliptic curve cryptography,TS-600,utilized elliptic curve cryptography ( ECC ) to propose a secure and lightweight agreement mechanism for SG .
AI,artificial intelligence,TS-601,"Discussion : The Heresy of Unheard - of Simplicity and Single Cell Revolution in NeuroscienceV. Kreinovich summarised the impression from the effective AI correctors based on Fisher ""s"" discriminant in high dimensions as "" The heresy of unheard - of simplicity "" using quotation of the famous Pasternak poetry ."
CV,cross validation,TS-602,"Cross Validation ( CV ) is a widely used model selection and evaluation method , particularly when the dataset is small ."
PP,prepositional phrase,TS-603,We note that the vocabulary sizes in OntoLSTM - PP and LSTM - PP are comparable as the synset types are shared across word types .
SA,simulated annealing,TS-604,"In contrast , the Crowd and SA approaches ( Figure a and Figure c , respectively ) created layouts with many downward - pointing paths while achieving better separation among nodes and edges ."
CT,computed tomography,TS-605,"Because 3D ConvNet has too many parameters and is hard to train on public lung CT datasets of relatively small sizes , 3D dual path network is employed as the building block since deep dual path network is more compact and provides better performance than deep residual network at the same timechen2017dual ."
LML,lifelong metric learning,TS-606,"Obviously , as each metric task is imposed step - by - step , the error of our LML is decreased , i.e. , the performance of our LML framework is improved gradually , which justifies that our LML framework can accumulate knowledge continuously and achieve lifelong learning like "" human learning "" ."
CF,collaborative filtering,TS-607,Click - Through Rate Prediction ProblemCTR prediction tasks can be interpreted as event - probability prediction problem or as context - based CF with binary ratings .
CNN,convolutional neural network,TS-608,"However , it is unreasonable to apply 2D CNN to process 3D medical images because 2D CNN considers the image appearance slice by slice , thus potentially causing discontinuous prediction results across slices ."
MAC,medium access control,TS-609,"Using these notations , link and ""s"" transmission rates under single link MAC , denoted as and , are given by : Consequently , our proposed adaptive switching , evolving from problem ( P1 ) , is accordingly defined as : Problem ( P2 ) is a guideline demonstrating our proposed design in a non - causal sense , which is prohibitive from being applied in reality because of its non - causal nature ."
POS,part of speech,TS-610,"Coll11 employed a deep learning framework for multitask learning including POS tagging , named entity recognition , language modeling and semantic role labeling ."
AFC,atomic function computation,TS-611,"Each AFC module ( node ) broadcasts one real number per training data example : its activity ( together with data example index ) , in the upward pass , and one real number per example , per receiver : gradient contribution ( together with index ) , in the downward pass ."
RL,reinforcement learning,TS-612,Reinforcement Learning ( RL ) is one way to train agents to maximize some notion of task - specific rewards .
CNN,convolutional neural network,TS-613,Tran used 3D CNN to effectively learn spatio - temporal features on a large - scale video dataset .
SUs,secondary users,TS-614,"Finally , the available sub - channels of a subset among all the licensed sub - channels of a subset are identified by the AP and replied to SUs at the beginning of each time slot ."
TSP,triad significance profile,TS-615,"On the other hand , Table shows the performance evaluation results for the TSP method with indegrees and outdegrees ."
MAP,maximum a posteriori,TS-616,"Fourth , an empirical illustration of BwDPP - MAP is given in Fig . ,"
MAC,multiple access channels,TS-617,"At the second step , we consider an additive Gaussian noise MAC with feedback , where an extension of I - MMSE relationship is given ."
UD,universal dependencies,TS-618,ht0.9Lightly supervised UD results with 500 training sentences .
BDT,boosted decision trees,TS-619,The Siamese network and the BDT using FATS obtain respectively an AUC equal to and .
GA,genetic algorithm,TS-620," Optimal Objective Function vs. Number of Generations Performance Curves for GA , DE and BOAOptimal Objective Function vs. Number of Generations Performance Curves for GA , DE and BOA Comparing the results of BOA algorithm against GA and DE we observe that eigenvalues of BOA are further left as compared to GA which in turn has eigenvalues further left than DE as shown in Table ."
RNN,recurrent neural network,TS-621,"For baselines errors , Social Attention results are obtained upon re - training their model , while Structural - RNN results are obtained upon manual implementation of their architecture in PyTorch ."
GSR,group sparsity residual,TS-622,"Therefore , we set and thus the -norm is adopted to regularize the proposed GSR model , Estimate of the Unknown Group Sparse Coefficient Since the original image is not available in real applications , the true group sparse coefficient is unknown ."
RF,radio frequency,TS-623,Our objectives are : 1 ) to introduce RF - enabled WET and existing performance - enhancing techniques ; 2 ) to show the advantages of applying SWIPT to wireless communication networks ; 3 ) to highlight the new design challenges and opportunities in WPCN .
RG,reber grammar,TS-624,"In the case of RG and ERG , an increase in k makes it possible to extract automata that recognize a larger number of sequences ."
FJ,friendly jamming,TS-625,FJ power allocation in cognitive two - way relay networks .
SR,secrecy rate,TS-626,"From this figure , we can observe that the SR increases with increasing the number of antennas ."
SDP,shortest dependency path,TS-627,"The SDP is marked with concept type as BTest ITest O O BProblem Here B , I and O denote the beginning , intermediate and outside of an entity ."
APS,augmented path schema,TS-628,"Hence , we obtain an APS of size at most exponential in the length of and polynomial in the number of states of ."
CNN,convolutional neural network,TS-629,An important idea of the CNN is that the feature extraction and classifier were unified in a single structure .
DSM,distributional semantic model,TS-630,"From the text , a DSM is created and then queried for a list of target words that are functionally the labels that are manually given to the images ."
RNN,recurrent neural network,TS-631,"Prior to our work , several models have been proposed based on RNN for skeleton based action recognition ."
RL,reinforcement learning,TS-632,"Historically , RL has been successfully applied to inventory management , path planning , game playing , On the other hand , the past half decade has witnessed a breakthrough in deep learning applied to computer vision tasks , including image classification , segmentation , object detection and localization , and so on ."
CL,curriculum learning,TS-633,CL has been utilized by different deep learning methods with the limitation that the complexity of samples and their scheduling during training typically has to be established a priori .
DA,dialogue acts,TS-634,"tablet16 most frequent DA combinations that occur in more than 1 of 10,020 utterances ( i.e. frequency larger than 100)0.47 !"
CNN,convolutional neural network,TS-635,"In , a CNN directly predicts bi - directional motion fields between the known images , which are further refined using another CNN to account for occlusions and then combined to produce the interpolated image ."
AV,acquaintance vaccination,TS-636,Acquaintance vaccination ( AV ) implements targeted vaccination using the local contact information and selecting random acquaintance .
CNN,convolutional neural network,TS-637,"However , the traditional methods directly apply the CNN on the degraded image to compute the binary image by : which in fact requires the CNN to implicitly learn the latent uniform image , the degradation and also the threshold on the latent uniform image ."
GI,graph isomorphism,TS-638,"theoremthm : npceqrel If is an property on GI , then the equivalence relation defined by equation * A = GH GH GI or ( G L _ and H L _ ) equation * is an equivalence relation ."
SR,spatial resolution,TS-639,"In order to further benchmark the contribution of CNN reconstruction , results through up - sampling using Lanczos3 ( for SR ) and simple bitwise left shifting ( for EBD ) were also produced ( denoted ViSTRA2-w / o CNN ) , based on the same QRO decisions ( as CNN - based ViSTRA2 ) ."
SVM,support vector machine,TS-640,"For the second SMO implementation , nu - SVM , Figures  fig:1111 , and  fig:1212 summarize linear , and polynomial kernel cases , respectively ."
CI,continuous integration,TS-641,"In order for Infer to be effective as part of the CI , the analysis must report issues quickly and use resources efficiently ."
NN,neural network,TS-642,"Histograms of MSSIM ( left panel ) and PSNR ( right panel ) for ( a ) NN , ( b ) NN and ( c ) NN ."
FJ,friendly jamming,TS-643,"Traditional Ascending Clock Auction ( ACA - T ) and Alternative Ascending Clock Auction ( ACA - A)Different distributed auctions can be found in for the FJ power allocation , that are ACA - T and ACA - A. They are based on the standard ACA as presented in Section ."
CA,context adaptation,TS-644,"Indeed , PCEN relies on the assumption that background noise is stationary at a short time scale ( ) , of the order of the duration of the acoustic events of interest ; whereas CA computes auxiliary features at a longer temporal scale ( m ) ."
AE,autoencoder,TS-645,"In the present study , we focus on the first constraint by comparing PCA , DAEs , LSTM - AE and VAEs in terms of correlation of the latent dimensions ."
IB,information bottleneck,TS-646,"A direct result derived from this proposition is that we know the domain of Lagrange multipliers , , which allow for the exploration of the IB curve if the shape of the IB curve is known ."
MSE,mean squared error,TS-647,"To be clear , learning policy was optimized for MSE training so direct loss comparison is uncharitable to ALRC ."
RB,random beamforming,TS-648,Random beamforming ( RB ) protocol .
MR,model risk,TS-649,"Since SV can appropriately account for the probabilistic dependence characterized by and structural interactions , we can measure the contribution from any parameter through the posterior variance decomposition , The proposed BN - SV - MR sensitivity analysis can provide the comprehensive and interpretable understanding on how the model risk or knowledge limitation over each related part of production process ( i.e. , represented by parameter ) impacts on the system risk analysis ."
NN,nearest neighbor,TS-650,"The authors evaluate the performance of eight top - performing algorithms , including and , but omit the analysis of NN - methods ."
ARD,adversarially robust distillation,TS-651,We use an initial learning rate of 0.1 and we decrease the learning rate by a factor of 10 on epochs 100 and 150 ( epochs and for Fast - ARD ) .
RDF,resource description framework,TS-652,"For example , a linked list of vertices can be realized in property graphs using something like a vertex type together with two edge types : and ; this pattern is also familiar from the RDF Schema terms rdf : List , rdf : first , and rdf : rest ."
MSC,multi - layer same - resolution compressed,TS-653,"For the average DPR , the best two results belong to our MSC - trackers , followed by CFNet ( 77.4 ) and SiamFC ( 75.6 ) ."
RL,restrained lloyd,TS-654,compares the final coverage area of RL Algorithm and DA Algorithm with that of Lloyd Algorithm .
TS,thompson sampling,TS-655,We discussed a regret guarantee for the proposed Con - TS - RTP algorithm which bounds the total number of suboptimal price signals broadcasted by the aggregator .
OP,old persian,TS-656,") """" hungry """" MP gusnag , gursag ; NP gusnah , gurusnah ; Bakhtiyari gosne ; Balochi ( Marw ) gusnag ; Gaz vasse ; Larestani gosna ; Mazandarani vasna ; Sivandi fese """" qui a faim """" ( showing the Central Iranian development * u- f- , ) ; Taleshi vesi ; S Tati gosna ; Zaz veysanPIr * uiana- OP * viyana ( ? )"
PD,progressive disease,TS-657,"Neuroimaging , as another important information source for neurodegenerative disease , has also arisen considerable interests from the PD community ."
IP,integer programming,TS-658,"Given an instance of spa - st , let be the IP model as defined in Figure ."
DL,downlink,TS-659,The sum rate for DL and UL of the proposed CFPI method versus under various maximal transmission power constraints of the BS is presented in Fig . .
GCN,global convolution networks,TS-660,We evaluate our GCN based lane detection model in terms of minimum loss performance with help of minimum square error and mean average error .
CNN,convolutional neural network,TS-661,Our experiments show that the CNN model outperforms other machine learning models using linear classification and random forest ( Section ) .
ESE,entity set expansion,TS-662,"However , their work differs from ours in the following ways : ( 1 ) we propose a more accurate online evaluation method than theirs , ( 2 ) we use ESE to bootstrap the learning framework collaboratively with a user - in - the - loop , and finally , ( 3 ) we provide auto - annotation modes which reduces the number of sentences to be considered for annotation and so allows for better usability of the framework ."
BSP,binary space partitioning,TS-663,"The continuous version cNrGA ( where """" c """" stands for continuous ) inherits the BSP tree to store the entire search history ."
BN,batch normalization,TS-664,Parameter Settings tabularl c l c Parameter & Value & Parameter & Value Hidden State Dimension & 32 & Embedding size & 32 of Time Steps & 5 & of Hidden Layers & 6BN scale parameter & 0.99 & BN shift parameter & 0.001Batch size & 256 & Learning rate & 0.001tabular tab : para_settingtabletablet ! 
MAC,medium access control,TS-665,"Finally , although MST MAC has the highest ergodic link throughput , its performance gain comes at the expense of degrading certain link ""s"" throughput to be as low as 0 ."
PNN,product - based neural network,TS-666,"From a top - down perspective , the output of PNN is a real number as the predicted CTR : where and are the parameters of the output layer , is the output of the second hidden layer , and is the sigmoid activation function : ."
FCA,formal concept analysis,TS-667,Formal Concept Analysis ( FCA ) is a theory whose goal is to discover and to extract Knowledge from qualitative data .
CT,computed tomography,TS-668,"Therefore , our model will produce nine 3D binary masks for each whole volume CT ."
FS,feature selection,TS-669,Feature Selection ( FS ) Feature selection is an important step which is performed to select important features .
LSM,lock sweeping method,TS-670,"However , the differences for FSM , LSM and DDQM are much smaller ."
RL,reinforcement learning,TS-671,"This is achieved by incorporating an information - theoretic regularization into a deep RL framework , including a policy network and a value network ."
USD,unmet system demand,TS-672,"The results of this execution are displayed in Table , which shows the USD and energy performance of this method given 125 , 250 , 375 , and 500 iterations of the algorithm ."
PCA,principal component analysis,TS-673,0.5 Both autoencoder and PCA estimate changes in dimension when there is stress in financial market .
IR,information retrieval,TS-674,"Recently , combine bug report contents and three external repositories , and outperform five earlier IR - based bug localization techniques which makes it the state - of - the - art ."
ML,machine learning,TS-675,"In this paper , we aim to further improve the performance of AC detection by introducing an alternative efficient approach i.e. , ML based decision to distinguish between one and two Wi - Fi BSSs on the same channel ."
SVM,support vector machine,TS-676,"As the linear SVM performs the best , it is our choice of classifier for the rest of the experiments ."
PCA,principal component analysis,TS-677,"In this paper , the PCA features ( Eigenfaces ) and LDA features ( Fisherfaces ) are considered as the facial representation methods ."
SD,symbolic differentiation,TS-678,"Compilers already work symbolically and already take care to preserve sharing in computations , addressing both criticisms of SD ."
SSL,scleral spur location,TS-679,"In clinical practice , errors and variability in SSL on ASOCT scans have huge impact in the diagnosis of angle closure glaucoma because incorrect identification of SSL can result in misdiagnosis and management of patients with PACG ."
DL,downlink,TS-680,"During the DL phase in epoch , a fraction of time , , is assigned to user for information transmission , ."
MC,multi connectivity,TS-681,Table presents statistics specifically focusing on the users operating in MC .
DS,dempster - shafer,TS-682,"Thus , a QF with DS noise symbols can be converted into a DS structure and denoted by ."
MR,majority rule,TS-683,"In Toral2007 , the authors considered a MR model , and concluded that the behavior of their system resembles the movement of a Brownian particle in a potential field that is unknown a priori ."
AFC,atomic function computation,TS-684,"Following , we now describe in more detail how this non - linear function computation works - and hence how the A - AFC modules ( in principle ) operate ."
GA,genetic algorithm,TS-685,The performance of most newly developed evolutionary algorithms are tested against GA .
GMM,gaussian mixture model,TS-686,"Knowing that Cityscapes Dense has 2975 training images , we observe that , if only 1000 weakly labeled images are available , then selecting similarity ( GMM ) over diversity ( heuristics ) works better , and the model does not overfit ."
GP,gaussian process,TS-687,for GP - UCB with future variance of increasing .
MT,machine translation,TS-688,"DREEM , another metric that addresses the issue of word similarity , does not require human annotations and uses distributed representations for MT evaluation ."
SVM,support vector machine,TS-689,"Compared with all - in - one models , the HS - based models present better performance except for the SVM , based on ( as shown in bold red ) ."
SVD,singing voice detection,TS-690,The performance of our system highly depends on the precision of the SVD .
FJ,friendly jamming,TS-691,"The source - destination pairs act as bidders which bid for the FJ power from the friendly jammer as the auctioneer , i.e. , the seller ."
MPB,matrix pair beamformer,TS-692,"IV applies the Weyl - Lidskii type theorem in matrix perturbation theory to analyze MPB ""s"" threshold SNR , and discusses it in two typical scenarios ."
DP,dropped pronoun,TS-693,"After passing it through softmax , we obtain a sentence - level attention distribution as : We then conclude sentence - level background information of DP as a weighted sum of contextual utterance representations : Update DP representationThis operation updates representation of the DP by combining the original DP information with sentence - level background knowledge through a linear transformation as : The updated DP state will be used in subsequent word level inference ."
MPB,matrix pair beamformer,TS-694,"Therefore , we will investigate theperformance of MPB in this more general case ."
MBR,minimum bandwidth regenerating,TS-695,The first result is the repair - by - transfer code at Exact - MBR points via the congruences of skew - symmetric matrices .
ART,adaptive radix tree,TS-696,"For other modes , the ART cracking algorithm has both a lower initialization cost and a lower query response time ."
CI,cochlear implant,TS-697,ResultsThis section represents the CI user ’s performance to quantify speaker identity for both text dependent and independent databases .
SC,subset compared,TS-698,This strengthens our argument regarding heterogeneity between the subsets explains the accuracy difference between RS - task SC - task .
GMM,gaussian mixture model,TS-699,"This constrained events to lie within a reasonable duration but did not learn a distribution on the duration , and allowed us to probe the extent of the benefit provided by the GMM duration prior ."
MVF,maximum voice frequency,TS-700,It is well known that the speech spectrum can be roughly divided into periodic and aperiodic bands by a maximum voice frequency ( MVF ) .
SE,situation entity,TS-701,"Experimental ResultsFollowing the previous work on the same task and dataset , we report accuracy and macro - average F1-score across SE types on the test set of MASC+Wiki ."
CNN,convolutional neural network,TS-702,"Otherwise , binary CNN feature is referred to ."
DE,differential evolution,TS-703,"For DE - based algorithm , lifetime of approximately 17 rounds was obtained when the traffic was increased to 600ppr and network size to 60 ."
SL,strictly local,TS-704,"This was illustrated here with the comparison of SL and SP languages which encode local and long - term dependencies , respectively ."
AN,artificial noise,TS-705,"However , for a conventional DM network , there still exists a serious secure issue : the eavesdropper moves inside the main beam of the desired user and may intercept the confidential messages intended to the desired users because the beamforming vector of confidential messages and AN projection matrix are only angle - dependence ."
OEC,online elliptical clustering,TS-706,"As we shall see , the OEC algorithm performs reasonably at detecting times when new distributions are created in all three datasets ."
MAC,medium access control,TS-707,"And in regards to ergodic link throughput averaged from random topologies , our design can outperform single link MAC and MIMA - MAC by 20 - 30 ."
SAR,socially assistive robots,TS-708,"SAR ""s"" ability to perceive , respond , and adapt to user behavior is especially critical in the ASD context , as users with ASD vary greatly in symptoms and severities , underscoring the need for personalization , as our work also demonstrates ."
CNN,convolutional neural network,TS-709,"To improve the traditional CNN model , we use our GASF - CNN to train the GBM simulation data ."
SAR,sensing application recently,TS-710,found the features from unlabeled SAR scene images trained with a stacked convolutional auto - encoders are transferable to SAR targets .
MB,model - based,TS-711,"MB , MF and Dual comparison : Time taken to reach the goal state MB , MF and Dual comparison : Steps taken to reach the goal state MB , MF and Dual comparison : Transveral time with practice Response time decreases with practice DISCUSSIONSFrom the foregoing analysis of the results , we see that the procedural and habitual memory for skill learning can be well modelled by interacting model - based and model - free reinforcement learning paradigm ."
SRC,sdn ran controller,TS-712,"However , in the proposed architecture , the RRM functionality , the control plane functionalities and the associated protocol layers of LTE eNB ( RRC , RRM , and S1 Application Protocol ( S1-AP ) ) have been transferred to SRC ."
CNN,convolutional neural network,TS-713,"By using a CNN , this type of spatial invariance can be achieved because a single feature in each layer searches all over the image ."
IP,intellectual property,TS-714,Defense - in - depth for hardware obfuscation is a holistic approach in which a series of defensive mechanism are layered in chip to protect valuable data and information like functionality and design of the IP .
MGM,markov geographic model,TS-715,"Table reports the results of DDE - MGM , as well as the offline methods ."
CT,computed tomography,TS-716,"Conclusion The rapid progress of deep learning on medical image analysis has the potential to revolutionize the common clinical practice including breast cancer mammogram screening , pulmonary cancer CT screening , and radiotherapy in head and neck cancer treatment planning ."
ABC,artificial bee colony,TS-717,"Not only those , but also ABC is applied on optimization problems as an optimizer Artificial bee colony interact with three groups of bees to have work done ."
OBS,optical burst - switched,TS-718,"propose a novel OBS architecture which takes advantages of learning automata to achieve self - awareness , self - protection and self - optimization , consequently reducing burst loss probability significantly ."
NN,nearest neighbor,TS-719,NN performs effectively when the training data set is sufficiently large .
ART,adaptive radix tree,TS-720,The tree building rate is defined to be the ratio of the number of keys indexed in the ART to the amount of data after certain times of range queries .
PI,power iteration,TS-721,"To more conclusively resolve the RQI - to - PI comparison , we did another study , this time on Titan ."
GCM,google cloud messaging,TS-722,"When the mobile application is launched for the first time , it registers with the GCM servers and obtains a unique identifier which enables the device to receive push notifications using the framework ."
CRM,counterfactual risk minimization,TS-723,We selected a simple yet powerful CNN model proposed by Severyn et.al for empirical evaluation of our CRM approach .
IF,instantaneous frequency,TS-724,"Among the phase - based features , IF and BPD outperform other features in terms of the average EERs over all the noise scenarios ."
ARS,addressee and response selection,TS-725,"As evaluation metrics , we use the three accuracies ( ADR - RES , ADR and RES ) used in ARS ( Sec . ) ."
CNN,convolutional neural network,TS-726,"It should be mentioned that although the CNN model had 28 less minor failures than the CNN - LSTM model , its completion rate was 32 lower than the CNN - LSTM ."
SP,strictly piecewise,TS-727,"Furthermore , the s - RNNs performed comparably to the LSTMs in many of the SP experiments , and in fact out - performed the LSTMs on the most complex SP learning task ."
CI,constructive interference,TS-728,"Power Constrained Transmission In the present section , the existence of redundant CI interference terms is discussed ."
CRF,conditional random field,TS-729,"Syllable - Based Model and Word - Based ModelIn this paper , we further investigate the effect word segmentation to the proposed Vietnamese NER model by a comparing syllable - based CRF model with a word - based CRF model ."
HMC,hybrid monte carlo,TS-730,No thermostat is required in HMC simulations .
RNN,recurrent neural network,TS-731,"Therefore , RNN has difficulty to learn from the long - term dependency , i.e , in our case ."
RL,reinforcement learning,TS-732,"Moreover , training RL agents yield better results with sophisticated exploration strategies ."
RSS,received signal strength,TS-733,"at selected locations and use the average RSS values to train a regression model , we show that instantaneous RSS values collected at moderate walking speed can in fact be utilized to achieve comparable performance with significantly less time needed ."
DE,differential evolution,TS-734,"Experiment ResultsIn this section , all the parameters of DBN and adaptive DE are the same with those in Section ."
PSO,particle swarm optimization,TS-735,"The efficacy of the proposed framework is demonstrated by adapting one of the popular PSO variant , UPSO , by considering two different induction algorithms , i.e . ,"
CS,code - switching,TS-736,"Out of the total 2,407 sentences , there are 573 ( 23.8 ) monolingual Arabic , 239 ( 9.9 ) monolingual English and 1,595 ( 66.3 ) CS sentences , which also shows a high rate of code - mixing ."
RNN,recurrent neural network,TS-737,Topic - RNN dieng2016topicrnn : A joint learning framework that learns a topic model and a language model simutaneously .
CA,contention adaptions,TS-738,"CA Tree Optimization Enabled by Immutable Data StructuresBy using a mutable reference to an immutable data structure as a CA tree ""s"" sequential data structure , it is straightforward to reduce the amount of time that read operations spend on reading shared mutable data ."
CT,computed tomography,TS-739,"To fully exploit 3D CT images , we propose two deep 3D convolutional networks based on 3D dual path networks , which is more compact and can yield better performance than residual networks ."
UD,universal dependencies,TS-740,Short Unit Words in UD Japanese The UD Japanese team decided to create Japanese resources through automatic rule - based conversion from the BCCWJ and BCCWJ - compatible treebanks . (
RS,rate splitting,TS-741,It is shown that RS is robust in both multipair HD and FD settings .
ARD,accelerated robust distillation,TS-742,"A student distilled from a robust teacher is more robust than a naturally trained network , but ARD produces a more robust network than either and closely mimics the teacher ""s"" decision boundary ."
CNN,convolutional neural network,TS-743,"To this end , we propose a grammar - based structural CNN for code generation ."
RL,reinforcement learning,TS-744,"Since the M model can predict the state in addition to the next observation , we now have all of the ingredients needed to make a full RL environment ."
SBM,stochastic block model,TS-745,These lead to the Bernoulli SBM for binary graphs described in Section .
SVM,support vector machine,TS-746,This is explained by the fact that the two regression methods differ only in the loss function where SVM minimizes hinge loss while logistic regression minimizes logistic loss and logistic loss diverges faster than hinge loss being more sensitive to outliers .
PG,property graph,TS-747,"Given an RDF database , we will define the database mapping which allows to construct a PG database where is a schema mapping that , for any RDF graph , creates a generic Property Graph Schema ."
SMT,statistical machine translation,TS-748,"See figure Schematic Diagram of Hybrid System The SMT system is developed using best performing tools like Pialign for word alignment , IRSTLM to build target language model and Moses for decoding ."
DRL,deep reinforcement learning,TS-749,"Since DRL needs to figure out the optimal strategies for two agents , the algorithm is extended to multi - agent multi - objective DRL ."
